"iso3","region","residual","lon","lat"
"DJI","Eastern Mediterranean",-0.298021267428371,42.6347707339696,11.7522957835879
"EGY","Eastern Mediterranean",-0.193853033302786,30.7931735977354,27.6763009761162
"IRN","Eastern Mediterranean",0.898482980224743,54.4007402375999,30.169937426375
"IRQ","Eastern Mediterranean",1.11097823041264,44.5886123067831,33.7899801720877
"JOR","Eastern Mediterranean",0.447748524610108,36.7469280560811,31.329313715299
"KWT","Eastern Mediterranean",0.633576242075708,47.9486531813939,29.5610270032696
"LBN","Eastern Mediterranean",1.3709783063261,35.9691547886018,33.8413247754497
"LBY","Eastern Mediterranean",0.621248054084965,17.6940128274465,28.1859954878514
"MAR","Eastern Mediterranean",0.741015767626191,-9.02832483305879,28.4856708568076
"OMN","Eastern Mediterranean",-0.171945770927672,56.7775612258911,23.1819176745415
"PAK","Eastern Mediterranean",0.739848640915514,69.8040459427441,30.175477246687
"PSE","Eastern Mediterranean",0.618164483787767,34.7718689918518,31.6446125268936
"QAT","Eastern Mediterranean",0.454655309954924,51.1933564578786,25.1993050855749
"SAU","Eastern Mediterranean",0.619511974205093,40.2069878299711,22.8746721764592
"SDN","Eastern Mediterranean",0.433813722071941,30.1360399899067,13.9933258991113
"SOM","Eastern Mediterranean",0.0825648458664784,46.0446531642398,8.00216714142922
"SYR","Eastern Mediterranean",0.760820847766178,38.0793456806856,35.1244250353645
"TUN","Eastern Mediterranean",0.621855008531262,10.6278862076576,34.2556362730084
"YEM","Eastern Mediterranean",0.63298779988547,45.8006452345569,14.3392872155256
"ALB","Europe",-0.53155618166358,20.1092513768019,41.0970841804437
"ARM","Europe",-0.98726860355489,45.2487181093444,40.6030009061894
"AUT","Europe",-0.0129081210519451,13.473365685519,47.5797318991493
"AZE","Europe",-0.673456625815093,45.8044806290191,40.3428995053243
"BEL","Europe",0.461174878247521,4.73210363007762,50.5906272841377
"BGR","Europe",-0.578791720113296,24.9640957070463,42.6248570447528
"BIH","Europe",-0.243391713349432,18.1347891402571,44.0676244187028
"BLR","Europe",-0.260834046435005,28.1175854228367,53.5324117832837
"CHE","Europe",0.605461797287271,8.31295225582021,46.7415661327342
"CYP","Europe",-0.0165509266619046,33.3699079241071,35.0787000625164
"CZE","Europe",-0.0176567833722377,15.4237768093745,49.8840390205383
"DEU","Europe",0.391870537079531,10.3599105532095,53.8334209291424
"DNK","Europe",-0.0387364086815738,11.3128127705349,55.4634016147665
"ESP","Europe",0.172661799174887,1.21559920878008,39.6372975771211
"EST","Europe",0.0332747997957183,23.5346293289514,58.5935805534657
"FIN","Europe",0.42299374104685,21.8481641637298,61.3707229575694
"FRA","Europe",0.472605420345531,3.46196587993415,44.93774446295
"GBR","Europe",0.394227347889559,-4.57037745685808,57.1384689799521
"GEO","Europe",-0.824243207708085,43.8700507559427,42.0642349429247
