"cluster","Infectious and parasitic diseases","Respiratory Infectious","Maternal conditions","Neonatal conditions","Nutritional deficiencies","Malignant neoplasms","Other neoplasms","Diabetes mellitus","Endocrine, blood, immune disorders","Mental and substance use disorders","Neurological conditions","Sense organ diseases","Cardiovascular diseases","Respiratory diseases","Digestive diseases","Genitourinary diseases","Skin diseases","Musculoskeletal diseases","Congenital anomalies","Oral conditions","Unintentional injuries","Intentional injuries","n_countries"
1,1.32079974447729,0.812374958580442,0.042731356335719,2.0652197081792,1.68732578600283,1.97000743763224,0.0667396442236157,7.46420776508779,1.17420293739032,24.2271338577266,10.7588344680157,9.37305665577767,5.58511447500434,3.5850767543395,3.01846442821921,5.9989203891283,5.06120689921628,26.2887855201499,0.805046756386835,3.98486443882484,10.3366121163568,0.790053069514758,78
2,7.49304023041548,1.00717084182774,0.185973838043764,2.74640131250155,5.9813243472341,0.370479935347832,0.00604223060296879,4.20012494677796,1.92681480108836,18.7068709443655,7.62443080017184,6.20295078306912,2.75447110259488,2.36092169537888,1.64086647936717,4.67566256075204,4.71123420701222,13.5303776292799,1.06446589172176,2.18292312975751,4.1929343963244,1.68346951170208,107
