"iso3","region","year","life_expectancy","healthy_life_expectancy","health_exp_pct_gdp","gap"
"AGO","Africa",2000,49.36774351,42.8471807,1.68525279,6.52056280999999
"AGO","Africa",2001,50.06036648,43.42967742,3.95882654,6.63068906
"AGO","Africa",2002,51.05750193,44.27867087,2.9398222,6.77883106
"AGO","Africa",2003,51.74053195,44.87989285,3.10680342,6.8606391
"AGO","Africa",2004,52.3558271,45.43836443,3.46084046,6.91746267
"AGO","Africa",2005,53.34585395,46.28798858,2.54726577,7.05786537
"AGO","Africa",2006,54.27926946,47.10596653,2.39833426,7.17330293
"AGO","Africa",2007,55.35489997,48.04794308,2.65790844,7.30695689
"AGO","Africa",2008,56.22016209,48.8268575,2.97807598,7.39330459
"AGO","Africa",2009,57.07394875,49.59239612,3.30655909,7.48155263
"AGO","Africa",2010,57.96461105,50.36859207,2.36373854,7.59601898
"AGO","Africa",2011,58.75334146,51.05446448,2.35561895,7.69887698
"AGO","Africa",2012,59.46233734,51.67331406,2.13677311,7.78902328
"AGO","Africa",2013,60.21682799,52.32705987,2.4297719,7.88976812
"AGO","Africa",2014,61.13534716,53.09963627,2.15680027,8.03571089
"AGO","Africa",2015,61.59307464,53.49860069,2.29966879,8.09447394999999
"AGO","Africa",2016,61.84956314,53.72970361,2.39068723,8.11985953
"AGO","Africa",2017,62.03682911,53.90308468,2.4379425,8.13374443
"AGO","Africa",2018,62.27158067,54.11595761,2.29887486,8.15562306
"AGO","Africa",2019,62.49147407,54.31664954,2.20394278,8.17482453
"AGO","Africa",2020,62.64827403,54.32812945,2.81688905,8.32014458
"AGO","Africa",2021,62.13113467,53.76187008,2.73987103,8.36926459
"BDI","Africa",2000,44.3609182,38.7963474,4.22181606,5.5645708
"BDI","Africa",2001,45.560229,39.78856821,5.68180418,5.77166079
"BDI","Africa",2002,46.77202104,40.81189024,5.34983587,5.9601308
"BDI","Africa",2003,47.93043118,41.79675643,5.27245188,6.13367475
"BDI","Africa",2004,49.43158352,43.07729666,7.09572744,6.35428686
"BDI","Africa",2005,50.9090504,44.32195311,7.56016588,6.58709729
"BDI","Africa",2006,54.95514765,47.78586687,8.71264839,7.16928078
"BDI","Africa",2007,56.45412415,49.10419145,9.1855402,7.3499327
"BDI","Africa",2008,57.79081906,50.29211608,7.74147511,7.49870298
"BDI","Africa",2009,58.71584557,51.14686843,9.23238468,7.56897714
"BDI","Africa",2010,59.59915923,51.94288706,11.28196716,7.65627217
"BDI","Africa",2011,60.40539714,52.65954088,10.06996346,7.74585626
"BDI","Africa",2012,61.17471181,53.34471532,8.63756466,7.82999649
"BDI","Africa",2013,61.79608792,53.90851483,8.62834644,7.88757309
"BDI","Africa",2014,62.32268744,54.38874044,7.21081543,7.933947
"BDI","Africa",2015,62.7069542,54.73741688,6.29044485,7.96953732
"BDI","Africa",2016,63.24117705,55.21752537,7.06148243,8.02365168
"BDI","Africa",2017,63.68241574,55.61667743,6.95230389,8.06573831
"BDI","Africa",2018,64.02759286,55.93342516,7.29396152,8.0941677
"BDI","Africa",2019,64.3185906,56.2073357,9.05940628,8.11125489999999
"BDI","Africa",2020,64.59433751,56.39985355,10.70776176,8.19448396
"BDI","Africa",2021,64.00694993,55.84413911,8.94190311,8.16281082
"BEN","Africa",2000,57.42109531,49.88735099,2.9591713,7.53374432
"BEN","Africa",2001,57.74456271,50.17139988,3.30417323,7.57316282999999
"BEN","Africa",2002,58.09380517,50.46726855,3.09589195,7.62653662
"BEN","Africa",2003,58.45855402,50.76970584,3.11678505,7.68884818
"BEN","Africa",2004,58.86876901,51.10997355,3.23273873,7.75879546
"BEN","Africa",2005,59.21023989,51.39741342,3.22345805,7.81282647
"BEN","Africa",2006,59.54016851,51.6799532,3.28773856,7.86021531
"BEN","Africa",2007,59.82688455,51.93825345,2.93715644,7.8886311
"BEN","Africa",2008,60.45115465,52.47686128,2.65178108,7.97429337
"BEN","Africa",2009,60.99409615,52.95739145,2.89953876,8.03670469999999
"BEN","Africa",2010,61.3045144,53.23814209,3.01848245,8.06637231
"BEN","Africa",2011,61.56618181,53.49516066,2.99865556,8.07102115
"BEN","Africa",2012,61.81459199,53.75975901,3.07562971,8.05483297999999
"BEN","Africa",2013,62.11743236,54.06689104,2.86880755,8.05054132
"BEN","Africa",2014,62.37267295,54.32969398,2.69111967,8.04297897
"BEN","Africa",2015,62.62662,54.57888515,2.72813416,8.04773485
"BEN","Africa",2016,63.0021663,54.90478278,3.62042856,8.09738352
"BEN","Africa",2017,63.34863103,55.20317165,3.67389345,8.14545938
"BEN","Africa",2018,63.73859672,55.53355691,3.4364984,8.20503981
"BEN","Africa",2019,64.13827469,55.87127111,3.00206876,8.26700358
"BEN","Africa",2020,64.40363479,56.06610517,3.0512166,8.33752962
"BEN","Africa",2021,64.01268515,55.71581111,2.91589761,8.29687404
"BFA","Africa",2000,51.8877146,45.06333432,4.0211668,6.82438028
"BFA","Africa",2001,52.3617692,45.49888171,3.95983911,6.86288749
"BFA","Africa",2002,52.90685822,46.0257041,4.17985535,6.88115412
"BFA","Africa",2003,53.57987835,46.67102559,4.42266035,6.90885276
"BFA","Africa",2004,54.3424593,47.39050562,5.23083639,6.95195368
"BFA","Africa",2005,55.19811279,48.15813419,4.83784914,7.0399786
"BFA","Africa",2006,55.97968949,48.84929716,5.17043304,7.13039233
"BFA","Africa",2007,56.71279625,49.50020934,5.77535009,7.21258691
"BFA","Africa",2008,57.43072999,50.14130665,4.96721601,7.28942334000001
"BFA","Africa",2009,58.06655977,50.71668395,5.19683933,7.34987582
"BFA","Africa",2010,58.61217661,51.21841004,5.28967237,7.39376657
"BFA","Africa",2011,59.07175267,51.66966859,4.64868164,7.40208408
"BFA","Africa",2012,59.51806294,52.11796699,4.60267258,7.40009595
"BFA","Africa",2013,59.96461158,52.57291578,5.56331587,7.3916958
"BFA","Africa",2014,60.46448541,53.06243959,5.00027227,7.40204582
"BFA","Africa",2015,60.94298433,53.50154549,5.13192415,7.44143884
"BFA","Africa",2016,61.35518157,53.87467137,5.95284653,7.4805102
"BFA","Africa",2017,61.8809308,54.33611903,6.12075186,7.54481177
"BFA","Africa",2018,62.36096547,54.75006335,4.94427681,7.61090212
"BFA","Africa",2019,62.61228276,54.95706515,5.35001135,7.65521761
"BFA","Africa",2020,62.92621842,55.14517935,6.89469957,7.78103907
"BFA","Africa",2021,62.29728841,54.56242197,7.08691931,7.73486644
"BWA","Africa",2000,47.16383585,41.30771493,6.10838556,5.85612092
"BWA","Africa",2001,46.70431922,40.90554597,6.3660779,5.79877325
"BWA","Africa",2002,46.95490275,41.08654328,6.66529799,5.86835947
"BWA","Africa",2003,48.30164814,42.14691109,6.40933847,6.15473704999999
"BWA","Africa",2004,50.64076648,44.02557418,6.09125996,6.6151923
"BWA","Africa",2005,53.16798551,46.0953444,5.26532936,7.07264111
"BWA","Africa",2006,54.88555112,47.52523074,4.87599421,7.36032038
"BWA","Africa",2007,55.77024629,48.29148453,5.52080727,7.47876176
"BWA","Africa",2008,56.1793813,48.69864214,5.89747286,7.48073916000001
"BWA","Africa",2009,56.8865344,49.40318462,6.62081194,7.48334978
"BWA","Africa",2010,57.62665956,50.07797958,6.26718187,7.54867998
"BWA","Africa",2011,58.41247242,50.75329531,5.86915016,7.65917711
"BWA","Africa",2012,59.74879487,51.84741485,6.35010576,7.90138002
"BWA","Africa",2013,60.61242628,52.59608137,6.49913645,8.01634491
"BWA","Africa",2014,61.38291822,53.23328369,5.8804059,8.14963453
"BWA","Africa",2015,62.04575871,53.7795599,6.10287762,8.26619881
"BWA","Africa",2016,62.99012308,54.53986299,5.76837635,8.45026008999999
"BWA","Africa",2017,64.01180659,55.31929526,6.62986994,8.69251133000001
"BWA","Africa",2018,64.53046521,55.71951653,6.04010344,8.81094868
"BWA","Africa",2019,64.91884565,56.0523028,6.12193203,8.86654285
"BWA","Africa",2020,65.16840503,56.29608445,6.1213398,8.87232058
"BWA","Africa",2021,61.23119159,53.10367193,6.30315065,8.12751966
"CAF","Africa",2000,44.23425766,38.29820598,4.3808217,5.93605168
"CAF","Africa",2001,44.47178561,38.50021212,4.01043987,5.97157349
"CAF","Africa",2002,44.77185837,38.7568416,4.23633623,6.01501677
"CAF","Africa",2003,45.20505974,39.12704387,4.18572474,6.07801587
"CAF","Africa",2004,45.61618547,39.48166469,4.14367914,6.13452078
"CAF","Africa",2005,46.14092523,39.932623,4.22857571,6.20830223
"CAF","Africa",2006,46.69775624,40.43068228,4.31108665,6.26707396
"CAF","Africa",2007,47.39415912,41.07001601,4.6338892,6.32414310999999
"CAF","Africa",2008,48.29879732,41.8926082,4.02635765,6.40618912
"CAF","Africa",2009,48.86668457,42.4233346,4.68325615,6.44334997
"CAF","Africa",2010,49.20179696,42.74297006,3.56699872,6.4588269
"CAF","Africa",2011,49.46797321,42.99058628,3.67561865,6.47738693
"CAF","Africa",2012,49.82204247,43.30782343,3.91814446,6.51421904
"CAF","Africa",2013,49.31139043,42.89061683,4.76660204,6.4207736
"CAF","Africa",2014,49.17728884,42.78043036,4.56557369,6.39685848000001
"CAF","Africa",2015,50.96983096,44.28999955,5.03434181,6.67983141
"CAF","Africa",2016,51.50031283,44.74417257,5.44402313,6.75614026
"CAF","Africa",2017,51.26742466,44.56015338,6.66541576,6.70727128
"CAF","Africa",2018,52.13733768,45.29513257,10.99484062,6.84220511
"CAF","Africa",2019,52.93260744,45.97230527,7.76081514,6.96030217
"CAF","Africa",2020,53.07817181,45.98779435,8.98488045,7.09037746
"CAF","Africa",2021,52.30772755,45.43289279,9.15097523,6.87483476000001
"CIV","Africa",2000,51.16878476,44.52010724,3.61476922,6.64867752
"CIV","Africa",2001,51.50148868,44.81735508,3.59047151,6.6841336
"CIV","Africa",2002,51.80536737,45.09539083,3.54146051,6.70997654
"CIV","Africa",2003,52.20445217,45.4625147,3.95147705,6.74193747
"CIV","Africa",2004,52.80209302,46.00144318,4.02148724,6.80064984
"CIV","Africa",2005,53.84685304,46.90500498,3.96639085,6.94184806
"CIV","Africa",2006,54.91662177,47.83130414,3.92861462,7.08531763
"CIV","Africa",2007,55.73160801,48.55483244,4.19379663,7.17677557
"CIV","Africa",2008,56.57054792,49.30711251,4.1387105,7.26343541
"CIV","Africa",2009,57.18053039,49.8546678,4.63971424,7.32586259
"CIV","Africa",2010,57.33114203,50.00052511,4.57494831,7.33061692
"CIV","Africa",2011,57.55420401,50.20756319,4.39700699,7.34664082
"CIV","Africa",2012,58.54983117,51.08658384,4.4273715,7.46324733
"CIV","Africa",2013,59.30998362,51.75793248,3.71773791,7.55205114
"CIV","Africa",2014,60.06789432,52.4253171,3.7310183,7.64257722
"CIV","Africa",2015,60.9342411,53.17791962,3.2198832,7.75632148
"CIV","Africa",2016,61.62678525,53.77431966,3.32101274,7.85246558999999
"CIV","Africa",2017,62.27592918,54.34714887,3.24693036,7.92878031
"CIV","Africa",2018,62.90790762,54.90882776,3.0916779,7.99907986
"CIV","Africa",2019,63.48479652,55.42385947,3.18916845,8.06093705000001
"CIV","Africa",2020,63.31088991,55.2699279,3.62327886,8.04096201
"CIV","Africa",2021,63.5174083,55.40625311,3.76207662,8.11115519
"CMR","Africa",2000,52.95852821,46.13374164,4.29573393,6.82478657
"CMR","Africa",2001,52.89875064,46.09229165,4.16830397,6.80645899
"CMR","Africa",2002,52.90318218,46.11588107,4.02669907,6.78730111
"CMR","Africa",2003,53.05889292,46.26193963,3.90227985,6.79695329
"CMR","Africa",2004,53.56554781,46.69573801,3.72798991,6.8698098
"CMR","Africa",2005,54.1270059,47.17475809,3.77274442,6.95224781
"CMR","Africa",2006,54.52792524,47.53928028,3.73662829,6.98864496
"CMR","Africa",2007,55.00397444,47.99559206,3.79498792,7.00838238
"CMR","Africa",2008,55.69426406,48.63104318,3.65843678,7.06322088
"CMR","Africa",2009,56.2682285,49.1666294,3.49997187,7.1015991
"CMR","Africa",2010,56.78466995,49.63110251,3.57742167,7.15356744
"CMR","Africa",2011,57.25716759,50.05536433,3.85282946,7.20180326
"CMR","Africa",2012,57.77355305,50.52252987,3.9310236,7.25102318
"CMR","Africa",2013,58.1602222,50.88104682,3.63136435,7.27917538
"CMR","Africa",2014,58.43615921,51.14136192,4.34148788,7.29479729
"CMR","Africa",2015,58.9843954,51.62721778,4.12600517,7.35717762
"CMR","Africa",2016,59.79056297,52.32408036,4.02253723,7.46648261
"CMR","Africa",2017,60.64260038,53.05992481,3.79293942,7.58267557
"CMR","Africa",2018,61.3869156,53.69076909,3.61970162,7.69614651
"CMR","Africa",2019,62.02612874,54.24404511,3.65157914,7.78208363
"CMR","Africa",2020,62.18085382,54.36933648,4.25051928,7.81151734
"CMR","Africa",2021,61.76934896,54.00702693,4.34109783,7.76232203
"COD","Africa",2000,52.64392739,45.02578431,1.46594739,7.61814308
"COD","Africa",2001,52.99713016,45.33070602,2.62310982,7.66642414
"COD","Africa",2002,53.2535703,45.54354177,2.57012939,7.71002853
"COD","Africa",2003,53.6935484,45.9214964,3.73353338,7.772052
"COD","Africa",2004,54.34409074,46.46569696,4.33564186,7.87839378
"COD","Africa",2005,54.94182979,46.9727648,3.98558235,7.96906499
"COD","Africa",2006,55.48457469,47.47451056,4.06210661,8.01006413
"COD","Africa",2007,55.97784827,47.98274675,3.89384961,7.99510152000001
"COD","Africa",2008,56.32188866,48.39152761,4.31254816,7.93036105
"COD","Africa",2009,56.80885819,48.90379532,4.51133156,7.90506287
"COD","Africa",2010,57.39937072,49.46795992,3.72224283,7.9314108
"COD","Africa",2011,57.88760041,49.92491032,3.19435549,7.96269009
"COD","Africa",2012,58.3404554,50.3532154,3.2215035,7.98724
"COD","Africa",2013,58.89523659,50.86556212,3.34057522,8.02967447
"COD","Africa",2014,59.46084106,51.38323392,3.72520614,8.07760714
"COD","Africa",2015,59.96244072,51.83160494,3.74785447,8.13083578
"COD","Africa",2016,60.43572174,52.24641076,4.20027828,8.18931098
"COD","Africa",2017,60.84101636,52.60641325,4.00057793,8.23460311
"COD","Africa",2018,61.4317933,53.12780174,3.24127173,8.30399156
"COD","Africa",2019,61.83901232,53.50114488,3.508039,8.33786744
"COD","Africa",2020,62.03594732,53.55500061,3.97694445,8.48094671
"COD","Africa",2021,61.62552641,53.20515661,3.86727977,8.4203698
"COG","Africa",2000,52.21826617,45.52696437,1.50500846,6.6913018
"COG","Africa",2001,53.11126203,46.27908582,2.18529987,6.83217621
"COG","Africa",2002,53.80580675,46.8623953,1.70167828,6.94341145
"COG","Africa",2003,54.50087703,47.46811693,1.91852403,7.0327601
"COG","Africa",2004,55.40549068,48.24409164,1.92152369,7.16139904
"COG","Africa",2005,56.51057672,49.18553865,1.71774101,7.32503807
"COG","Africa",2006,57.53120192,50.05873128,1.70861316,7.47247064
"COG","Africa",2007,58.25955292,50.70708957,1.90200174,7.55246335
"COG","Africa",2008,59.22236239,51.55196817,2.2392714,7.67039422
"COG","Africa",2009,60.08941536,52.30076063,2.1422224,7.78865473
"COG","Africa",2010,60.60462815,52.75414355,1.85172856,7.8504846
"COG","Africa",2011,61.13100658,53.20388376,1.75237322,7.92712282
"COG","Africa",2012,61.21875153,53.29986936,1.90971065,7.91888217
"COG","Africa",2013,61.42791356,53.49832214,1.94347155,7.92959142
"COG","Africa",2014,61.64003199,53.70300796,1.97311735,7.93702403
"COG","Africa",2015,62.05475682,54.06948191,2.45668483,7.98527491
"COG","Africa",2016,62.56582962,54.50269678,2.59422994,8.06313284
"COG","Africa",2017,62.84312978,54.7403055,2.36476016,8.10282428
"COG","Africa",2018,63.05964242,54.92944056,1.75584984,8.13020186
"COG","Africa",2019,62.75844008,54.67023566,2.34771276,8.08820442
"COG","Africa",2020,63.35937843,55.06772265,4.01775074,8.29165578
"COG","Africa",2021,63.17262301,54.83573617,3.46133351,8.33688684
"COM","Africa",2000,62.03733666,54.290566,7.51525021,7.74677066
"COM","Africa",2001,62.70292188,54.85525497,6.6571784,7.84766691
"COM","Africa",2002,63.12089097,55.24746773,6.68594599,7.87342324
"COM","Africa",2003,63.63164331,55.7185698,6.66024828,7.91307351
"COM","Africa",2004,63.97536549,56.06463055,6.58576155,7.91073494
"COM","Africa",2005,64.27700657,56.3539361,6.13142872,7.92307047
"COM","Africa",2006,64.55149646,56.60652094,5.77341843,7.94497551999999
"COM","Africa",2007,64.77430676,56.84323852,5.41753864,7.93106824
"COM","Africa",2008,65.33611843,57.35278858,5.06897497,7.98332985
"COM","Africa",2009,65.01480079,57.12961891,4.92694378,7.88518188
"COM","Africa",2010,65.96560133,57.9236997,4.99181557,8.04190163
"COM","Africa",2011,65.80471815,57.81647363,5.3021183,7.98824452
"COM","Africa",2012,66.39715563,58.30750825,5.17354631,8.08964738
"COM","Africa",2013,66.72653391,58.5880246,5.10299301,8.13850931
"COM","Africa",2014,67.0710997,58.89284975,5.23849726,8.17824995
"COM","Africa",2015,67.42647275,59.1998525,4.60089922,8.22662025
"COM","Africa",2016,67.70212624,59.43349432,4.65263557,8.26863192
"COM","Africa",2017,67.83204139,59.5377667,5.26807451,8.29427469
"COM","Africa",2018,68.19621524,59.8425183,4.90318584,8.35369694
"COM","Africa",2019,68.10062174,59.75616485,5.18044472,8.34445689
"COM","Africa",2020,68.30703432,59.89825384,5.902421,8.40878048
"COM","Africa",2021,67.4970386,59.01938606,6.46315002,8.47765253999999
"CPV","Africa",2000,71.69763358,62.4373487,3.86025023,9.26028488
"CPV","Africa",2001,71.98653007,62.68508391,3.69652915,9.30144616
"CPV","Africa",2002,72.18506527,62.87019288,3.72489762,9.31487239
"CPV","Africa",2003,72.33302782,63.01322801,3.6274426,9.31979981
"CPV","Africa",2004,72.44024713,63.12124105,3.54616308,9.31900608
"CPV","Africa",2005,72.6194338,63.28246019,3.34086585,9.33697360999999
"CPV","Africa",2006,73.4096215,63.88252437,3.82406759,9.52709713
"CPV","Africa",2007,73.46976452,63.919721,3.84218621,9.55004352
"CPV","Africa",2008,73.93039416,64.29341904,3.26951575,9.63697512
"CPV","Africa",2009,73.98241137,64.3387437,3.55867004,9.64366767
"CPV","Africa",2010,74.23169531,64.54708586,4.08085394,9.68460945000001
"CPV","Africa",2011,74.33323277,64.66629242,3.92527819,9.66694034999999
"CPV","Africa",2012,74.4642814,64.80162264,4.6740551,9.66265876
"CPV","Africa",2013,74.70386595,65.01867343,4.82468271,9.68519251999999
"CPV","Africa",2014,74.86891105,65.18582594,4.85231543,9.68308510999999
"CPV","Africa",2015,74.82831017,65.18877183,4.40073681,9.63953834
"CPV","Africa",2016,74.86326568,65.25567881,4.36134005,9.60758686999999
"CPV","Africa",2017,74.91155361,65.31105383,4.48070955,9.60049977999999
"CPV","Africa",2018,73.8583216,64.59636052,4.78548193,9.26196107999999
"CPV","Africa",2019,74.05989707,64.75678835,4.82431316,9.30310872000001
"CPV","Africa",2020,73.66739044,64.27348663,7.03399324,9.39390381000001
"CPV","Africa",2021,73.16097765,63.76590577,6.60773611,9.39507188
"DZA","Africa",2000,72.46839135,62.93614021,3.21485448,9.53225114000001
"DZA","Africa",2001,72.77159448,63.19088429,3.53628588,9.58071019
"DZA","Africa",2002,73.0881827,63.44575658,3.44169641,9.64242612
"DZA","Africa",2003,73.27414327,63.60124015,3.32569361,9.67290311999999
"DZA","Africa",2004,73.76320427,63.99687333,3.29030514,9.76633094
"DZA","Africa",2005,74.07853584,64.25262515,3.1188612,9.82591069
"DZA","Africa",2006,74.34609406,64.46988727,3.18999887,9.87620679
"DZA","Africa",2007,74.59216684,64.66841717,3.62011433,9.92374967000001
"DZA","Africa",2008,74.83898594,64.86773633,3.98331022,9.97124961
"DZA","Africa",2009,75.06025654,65.04300886,4.89210796,10.01724768
"DZA","Africa",2010,75.28662824,65.22624493,4.64001417,10.06038331
"DZA","Africa",2011,75.4488721,65.35785983,4.82567501,10.09101227
"DZA","Africa",2012,75.63920415,65.50732171,5.63658524,10.13188244
"DZA","Africa",2013,75.79056138,65.62899419,5.64541769,10.16156719
"DZA","Africa",2014,75.93393131,65.74091003,6.01484108,10.19302128
"DZA","Africa",2015,76.06909233,65.83857445,6.33435678,10.23051788
"DZA","Africa",2016,76.27818922,65.98024783,6.00080872,10.29794139
"DZA","Africa",2017,76.40431934,66.05633785,5.9484539,10.34798149
"DZA","Africa",2018,76.4358357,66.06299421,5.9323926,10.37284149
"DZA","Africa",2019,76.54768313,66.1377459,5.41732121,10.40993723
"DZA","Africa",2020,74.02004217,64.14079841,5.63830757,9.87924375999999
"DZA","Africa",2021,75.97765182,65.54819194,5.02188873,10.42945988
"ERI","Africa",2000,54.93355711,47.68978394,5.76670074,7.24377317
"ERI","Africa",2001,56.20141934,48.79504003,5.91931677,7.40637931
"ERI","Africa",2002,56.7567552,49.29972989,6.68857431,7.45702531
"ERI","Africa",2003,57.22781288,49.73080107,7.33703375,7.49701181
"ERI","Africa",2004,57.68987112,50.15718617,7.00984907,7.53268495
"ERI","Africa",2005,58.13577563,50.56105252,6.8641758,7.57472311
"ERI","Africa",2006,58.75833395,51.10977151,6.85727453,7.64856244
"ERI","Africa",2007,59.29093298,51.58407401,5.2786293,7.70685897
"ERI","Africa",2008,59.61833756,51.89056038,6.57807541,7.72777718
"ERI","Africa",2009,60.06524888,52.2966904,5.42343187,7.76855848
"ERI","Africa",2010,60.44258181,52.64178906,4.81866503,7.80079275
"ERI","Africa",2011,60.90743675,53.05896516,5.1622901,7.84847159
"ERI","Africa",2012,61.35054403,53.45683915,3.74245787,7.89370488
"ERI","Africa",2013,61.71601531,53.79847087,4.96813059,7.91754444
"ERI","Africa",2014,62.18741649,54.22186646,3.91432381,7.96555003
"ERI","Africa",2015,62.5177156,54.52994584,4.50776815,7.98776976
"ERI","Africa",2016,62.87736669,54.858112,3.73838949,8.01925469
"ERI","Africa",2017,63.17091217,55.13025063,4.15359449,8.04066154
"ERI","Africa",2018,63.47224104,55.40494656,4.24748898,8.06729448
"ERI","Africa",2019,63.76432633,55.67193443,4.64806461,8.0923919
"ERI","Africa",2020,63.82002522,55.74637083,4.31117725,8.07365439
"ERI","Africa",2021,63.57308435,55.42494437,4.17839003,8.14813998
"ETH","Africa",2000,50.78760514,44.45066735,4.36504698,6.33693778999999
"ETH","Africa",2001,52.82154779,46.1894396,4.72316694,6.63210819
"ETH","Africa",2002,53.81305038,47.055111,4.7126298,6.75793938
"ETH","Africa",2003,54.78484585,47.90861965,4.89970922,6.8762262
"ETH","Africa",2004,55.83373985,48.82522297,4.31281853,7.00851688
"ETH","Africa",2005,57.02975496,49.85203318,4.10098124,7.17772178
"ETH","Africa",2006,58.32029564,50.94521293,4.45757294,7.37508271
"ETH","Africa",2007,59.72840645,52.13357573,5.00128317,7.59483072
"ETH","Africa",2008,61.00289968,53.21298186,4.28063869,7.78991782
"ETH","Africa",2009,62.16370614,54.19407422,4.6496563,7.96963192
"ETH","Africa",2010,63.25475143,55.11563724,5.46637249,8.13911419
"ETH","Africa",2011,64.25857509,55.96727913,4.46897745,8.29129595999999
"ETH","Africa",2012,65.13407348,56.71607505,4.5395956,8.41799843
"ETH","Africa",2013,65.91159894,57.38920813,4.07506514,8.52239081
"ETH","Africa",2014,66.55987824,57.96437944,4.03365517,8.5954988
"ETH","Africa",2015,67.10395358,58.44375312,3.82316828,8.66020046
"ETH","Africa",2016,67.58767511,58.85858138,3.60033751,8.72909373000001
"ETH","Africa",2017,68.0726745,59.27151327,3.45336914,8.80116123
"ETH","Africa",2018,68.47192846,59.60970909,3.30371761,8.86221937
"ETH","Africa",2019,68.84848169,59.93190324,3.24287128,8.91657845
"ETH","Africa",2020,68.79596101,59.8004592,3.48096275,8.99550181
"ETH","Africa",2021,67.83909086,58.82731284,3.20779967,9.01177802
"GAB","Africa",2000,57.68875146,50.03520692,2.90471101,7.65354454
"GAB","Africa",2001,57.70877986,50.05978123,3.15198207,7.64899863
"GAB","Africa",2002,58.05614161,50.35740864,3.32970691,7.69873297
"GAB","Africa",2003,58.21558345,50.5218173,3.53648472,7.69376615
"GAB","Africa",2004,58.70865642,50.95243073,3.36498594,7.75622568999999
"GAB","Africa",2005,59.68914077,51.76211167,2.92175174,7.9270291
"GAB","Africa",2006,60.2987489,52.26632837,3.14623928,8.03242053
"GAB","Africa",2007,60.67060002,52.58120515,3.0834198,8.08939487
"GAB","Africa",2008,60.80435396,52.71486788,2.84760666,8.08948608
"GAB","Africa",2009,61.22876669,53.08332685,3.78076673,8.14543984
"GAB","Africa",2010,61.73354089,53.50988277,2.47556901,8.22365812
"GAB","Africa",2011,62.08769123,53.82261588,2.55771565,8.26507535
"GAB","Africa",2012,62.66758728,54.33531818,2.42097569,8.3322691
"GAB","Africa",2013,63.25439162,54.86953037,2.84087205,8.38486125
"GAB","Africa",2014,63.76784225,55.32160814,2.53282261,8.44623411
"GAB","Africa",2015,64.00078432,55.53612167,2.65743947,8.46466264999999
"GAB","Africa",2016,64.25526743,55.75626379,3.1076982,8.49900364
"GAB","Africa",2017,64.52552888,55.9875916,2.78068876,8.53793727999999
"GAB","Africa",2018,64.70364722,56.13898862,2.75235105,8.56465859999999
"GAB","Africa",2019,64.97251699,56.3775425,2.76837039,8.59497449
"GAB","Africa",2020,65.12601321,56.3954408,3.4401269,8.73057240999999
"GAB","Africa",2021,65.09380891,56.25886929,2.79254127,8.83493962000001
"GHA","Africa",2000,59.08500401,51.72943417,1.66343236,7.35556984
"GHA","Africa",2001,59.15248936,51.8176396,1.86866331,7.33484976
"GHA","Africa",2002,59.31647181,51.99031779,1.94694591,7.32615402
"GHA","Africa",2003,59.53762932,52.20623798,2.14935279,7.33139134
"GHA","Africa",2004,59.79633543,52.44721567,2.36955285,7.34911976
"GHA","Africa",2005,60.06629663,52.69056198,3.27344108,7.37573465
"GHA","Africa",2006,60.34619824,52.93891463,3.67208791,7.40728361
"GHA","Africa",2007,60.66755486,53.22327296,3.70900321,7.4442819
"GHA","Africa",2008,61.08557755,53.58221679,3.72533512,7.50336076
"GHA","Africa",2009,61.52802106,53.96326899,4.17717743,7.56475207
"GHA","Africa",2010,61.9748058,54.35225484,4.52302933,7.62255096
"GHA","Africa",2011,62.58287212,54.88318904,4.46374655,7.69968308
"GHA","Africa",2012,63.16293767,55.40156191,3.93023658,7.76137576
"GHA","Africa",2013,63.58672686,55.80164977,4.59225416,7.78507709
"GHA","Africa",2014,63.96496972,56.16283408,4.01644135,7.80213564
"GHA","Africa",2015,64.33720534,56.50723703,4.54299259,7.82996831
"GHA","Africa",2016,64.70727537,56.84244586,3.39035821,7.86482951000001
"GHA","Africa",2017,65.08594377,57.17991839,2.68786979,7.90602538
"GHA","Africa",2018,65.51554359,57.55482269,2.43001175,7.96072089999999
"GHA","Africa",2019,65.97133363,57.94305064,3.25450468,8.02828299
"GHA","Africa",2020,66.18136667,58.02110423,4.4331708,8.16026244
"GHA","Africa",2021,66.10178519,57.88251828,3.86030865,8.21926691
"GIN","Africa",2000,54.19541328,47.42821714,4.74101353,6.76719614
"GIN","Africa",2001,54.67176541,47.84631814,4.88433027,6.82544727
"GIN","Africa",2002,55.1808226,48.29955741,5.35653734,6.88126519
"GIN","Africa",2003,55.63757789,48.70034045,4.77216482,6.93723744
"GIN","Africa",2004,56.03427492,49.04867915,4.77632809,6.98559577
"GIN","Africa",2005,56.45301837,49.4079211,4.03452682,7.04509727
"GIN","Africa",2006,56.85533921,49.75467343,3.61526895,7.10066578
"GIN","Africa",2007,57.16190125,50.02509764,3.48262477,7.13680361
"GIN","Africa",2008,57.53628959,50.35071657,3.26561713,7.18557302
"GIN","Africa",2009,57.8555884,50.62593258,3.58146644,7.22965582
"GIN","Africa",2010,58.26432378,50.97591393,3.42781734,7.28840985
"GIN","Africa",2011,58.59208329,51.26526446,3.78955102,7.32681883
"GIN","Africa",2012,58.88851718,51.53863423,3.50398517,7.34988295
